,dealer_up,player,move,outcome,dealer_outcome,dealer_bj,is_split,orig_hand,shuffle
30,4,13,stand,loss,draw,False,False,0,python
31,10,16,hit,loss,stand,False,False,0,python
32,4,15,stand,loss,draw,False,False,0,python
33,A,14,hit,win,bust,False,False,0,python
34,8,20,stand,push,draw,False,False,0,python
35,5,6,hit,loss,draw,False,False,0,python
36,9,15,hit,win,stand,False,False,0,python
37,7,14,hit,loss,stand,False,False,0,python
38,10,16,hit,loss,stand,False,False,0,python
39,6,12,stand,loss,draw,False,False,0,python
40,10,15,hit,loss,stand,False,False,0,python
41,9,14,hit,loss,stand,False,False,0,python
42,3,10,double,loss,draw,False,False,0,python
43,10,17,stand,push,draw,False,False,0,python
44,2,20,stand,win,bust,False,False,0,python
0,A,11,hit,win,draw,False,False,0,python
1,10,13,stand,loss,stand,True,False,0,python
2,10,9,hit,push,stand,False,False,0,python
3,10,7,hit,loss,stand,False,False,0,python
4,10,12,hit,win,draw,False,False,0,python
5,2,16,stand,loss,draw,False,True,"[7, 7]",python
6,2,17,stand,loss,draw,False,True,"[7, 7]",python
7,9,17,stand,loss,draw,False,False,0,python
8,2,"[4, 14]",hit,loss,draw,False,False,0,python
9,10,6,hit,loss,stand,False,False,0,python
10,10,"[10, 10]",stand,win,stand,False,False,0,python
11,7,15,hit,loss,stand,False,False,0,python
12,3,18,stand,push,draw,False,False,0,python
13,10,21,stand,win,stand,False,False,0,python
14,4,14,stand,loss,draw,False,False,0,python
15,5,16,stand,win,bust,False,False,0,python
16,6,17,stand,win,bust,False,True,"[7, 7]",python
17,6,17,stand,win,bust,False,True,"[7, 7]",python
18,10,17,stand,loss,draw,False,False,0,python
19,10,12,hit,loss,stand,False,False,0,python
20,8,17,stand,loss,draw,False,False,0,python
21,A,20,stand,win,stand,False,False,0,python
22,7,20,stand,win,stand,False,False,0,python
23,8,11,double,win,stand,False,False,0,python
24,3,18,stand,win,bust,False,False,0,python
25,4,15,stand,win,bust,False,False,0,python
26,5,7,hit,win,bust,False,False,0,python
27,10,21,stand,win,stand,False,False,0,python
28,8,21,stand,win,stand,False,False,0,python
29,10,20,stand,push,stand,False,False,0,python
30,2,12,hit,loss,stand,False,False,0,python
31,A,20,stand,win,stand,False,False,0,python
32,5,19,stand,loss,draw,False,False,0,python
33,A,12,stand,loss,stand,True,False,0,python
34,4,20,stand,push,draw,False,False,0,python
35,9,16,hit,push,stand,False,False,0,python
36,6,13,stand,loss,draw,False,False,0,python
37,A,"[9, 9]",stand,loss,stand,True,False,0,python
38,A,20,stand,loss,stand,True,False,0,python
39,5,8,hit,loss,draw,False,False,0,python
40,2,11,double,push,draw,False,False,0,python
41,6,19,stand,win,draw,False,False,0,python
42,4,16,stand,loss,draw,False,False,0,python
43,5,16,stand,loss,draw,False,False,0,python
44,6,"[7, 17]",double,win,draw,False,False,0,python
45,4,20,stand,win,bust,False,False,0,python
46,2,11,double,win,draw,False,False,0,python
47,6,18,stand,win,bust,False,False,0,python
0,6,"[4, 14]",double,loss,draw,False,False,0,python
1,9,13,hit,loss,stand,False,False,0,python
2,7,13,hit,loss,draw,False,False,0,python
3,2,15,stand,loss,draw,False,False,0,python
4,10,12,hit,loss,stand,False,False,0,python
5,10,20,stand,push,stand,False,False,0,python
6,10,20,stand,loss,draw,False,False,0,python
7,4,14,stand,win,bust,False,False,0,python
8,5,18,stand,win,bust,False,False,0,python
9,5,"[10, 10]",stand,win,bust,False,False,0,python
10,10,19,stand,win,bust,False,False,0,python
11,9,15,hit,win,bust,False,False,0,python
12,2,12,hit,win,bust,False,False,0,python
13,3,"[8, 18]",double,loss,draw,False,False,0,python
14,10,20,stand,win,bust,False,False,0,python
15,3,7,hit,win,bust,False,False,0,python
16,A,12,hit,win,bust,False,False,0,python
17,10,7,hit,loss,stand,False,False,0,python
18,3,10,double,win,bust,False,False,0,python
19,10,19,stand,win,draw,False,False,0,python
20,10,19,stand,win,stand,False,False,0,python
21,3,20,stand,win,bust,False,False,0,python
22,10,20,stand,win,bust,False,False,0,python
23,A,12,hit,push,stand,False,False,0,python
24,8,13,hit,loss,stand,False,False,0,python
25,A,10,hit,loss,stand,False,False,0,python
26,10,20,stand,win,stand,False,False,0,python
27,6,14,stand,win,bust,False,False,0,python
28,6,19,stand,win,bust,False,False,0,python
29,6,"[7, 17]",double,win,bust,False,False,0,python
30,2,"[7, 17]",hit,win,bust,False,False,0,python
31,7,19,stand,win,bust,False,False,0,python
32,10,9,hit,loss,stand,False,False,0,python
33,6,11,double,loss,draw,False,False,0,python
34,3,14,stand,loss,draw,False,False,0,python
35,9,14,hit,loss,stand,False,False,0,python
36,9,19,stand,push,stand,False,False,0,python
37,10,12,hit,push,stand,False,False,0,python
38,3,19,stand,push,draw,False,False,0,python
39,2,15,stand,loss,draw,False,False,0,python
40,10,18,stand,win,bust,False,False,0,python
41,3,12,hit,loss,draw,False,False,0,python
42,3,15,stand,loss,draw,False,False,0,python
0,5,15,stand,loss,draw,False,False,0,python
1,9,10,double,win,stand,False,False,0,python
2,10,"[5, 5]",stand,loss,stand,True,False,0,python
3,10,15,hit,loss,stand,False,False,0,python
4,10,"[10, 10]",stand,win,draw,False,False,0,python
5,6,10,double,win,bust,False,False,0,python
6,6,15,stand,win,bust,False,False,0,python
7,4,14,stand,loss,draw,False,False,0,python
8,10,13,hit,loss,stand,False,False,0,python
9,4,8,hit,win,bust,False,False,0,python
10,A,20,stand,win,stand,False,False,0,python
11,2,17,stand,loss,draw,False,False,0,python
12,10,18,stand,push,stand,False,False,0,python
13,6,12,stand,loss,draw,False,False,0,python
14,7,7,hit,push,stand,False,False,0,python
15,3,8,hit,win,bust,False,False,0,python
16,10,11,double,win,bust,False,False,0,python
17,10,11,double,loss,stand,False,False,0,python
18,A,"[2, 2]",hit,loss,stand,False,False,0,python
19,3,17,stand,win,bust,False,False,0,python
20,A,7,hit,loss,stand,False,False,0,python
21,3,21,stand,win,stand,False,False,0,python
22,6,14,stand,loss,draw,False,False,0,python
23,10,15,hit,loss,stand,False,False,0,python
24,10,21,stand,win,stand,False,False,0,python
25,10,"[7, 7]",stand,loss,stand,True,False,0,python
26,7,11,double,loss,draw,False,False,0,python
27,10,14,hit,loss,stand,False,False,0,python
28,3,6,hit,win,draw,False,False,0,python
29,10,21,stand,win,stand,False,False,0,python
30,7,11,double,win,draw,False,False,0,python
31,10,17,stand,loss,stand,False,False,0,python
32,10,16,hit,win,stand,False,False,0,python
33,6,14,stand,win,bust,False,False,0,python
34,2,"[5, 15]",hit,win,draw,False,False,0,python
35,8,6,hit,loss,stand,False,False,0,python
36,4,15,stand,win,bust,False,False,0,python
37,5,"[7, 17]",double,loss,draw,False,False,0,python
38,2,14,stand,loss,draw,False,False,0,python
39,4,19,stand,win,bust,False,False,0,python
40,A,14,stand,loss,stand,True,False,0,python
41,2,14,stand,loss,draw,False,False,0,python
42,10,"[3, 13]",hit,loss,stand,False,False,0,python
43,A,17,stand,loss,stand,False,False,0,python
44,9,17,stand,loss,stand,False,False,0,python
45,6,12,stand,win,bust,False,False,0,python
0,3,21,stand,win,stand,False,False,0,python
1,2,20,stand,win,bust,False,False,0,python
2,5,"[4, 14]",double,loss,draw,False,False,0,python
3,5,11,double,win,bust,False,False,0,python
4,10,19,stand,loss,stand,True,False,0,python
5,10,14,hit,push,stand,False,False,0,python
6,10,21,stand,win,stand,False,False,0,python
7,7,15,hit,loss,stand,False,False,0,python
8,10,13,hit,win,bust,False,False,0,python
9,5,16,stand,win,bust,False,False,0,python
10,8,11,double,win,stand,False,False,0,python
11,2,17,stand,push,draw,False,False,0,python
12,10,"[8, 18]",hit,push,stand,False,False,0,python
13,10,9,hit,loss,stand,False,False,0,python
14,4,14,stand,loss,draw,False,False,0,python
15,7,"[6, 16]",hit,win,bust,False,False,0,python
16,5,17,stand,win,bust,False,False,0,python
17,3,14,stand,loss,draw,False,False,0,python
18,10,20,stand,win,draw,False,False,0,python
19,3,15,stand,loss,draw,False,False,0,python
20,9,"[5, 15]",hit,loss,stand,False,False,0,python
21,9,16,hit,loss,stand,False,False,0,python
22,9,20,stand,win,stand,False,False,0,python
23,10,15,hit,loss,stand,False,False,0,python
24,10,8,stand,loss,stand,True,False,0,python
25,2,"[4, 14]",hit,loss,draw,False,False,0,python
26,6,14,stand,loss,draw,False,False,0,python
27,9,"[5, 5]",double,loss,draw,False,False,0,python
28,10,11,double,win,stand,False,False,0,python
29,3,14,stand,loss,draw,False,False,0,python
30,2,5,hit,loss,draw,False,False,0,python
31,10,"[5, 15]",hit,win,stand,False,False,0,python
32,4,10,double,win,bust,False,False,0,python
33,10,6,hit,loss,stand,False,False,0,python
34,3,20,stand,win,draw,False,False,0,python
35,9,10,double,win,bust,False,False,0,python
36,A,20,stand,win,bust,False,False,0,python
37,10,15,hit,loss,stand,False,False,0,python
38,7,14,hit,loss,stand,False,False,0,python
39,8,21,stand,win,stand,False,False,0,python
40,A,7,hit,loss,draw,False,False,0,python
41,3,7,hit,win,bust,False,False,0,python
0,6,"[5, 15]",double,loss,stand,False,False,0,python
1,9,19,stand,win,stand,False,False,0,python
2,4,18,stand,loss,draw,False,False,0,python
3,4,18,stand,win,draw,False,False,0,python
4,9,13,hit,loss,stand,False,False,0,python
5,3,12,hit,loss,draw,False,False,0,python
6,10,20,stand,push,stand,False,False,0,python
7,2,14,stand,loss,draw,False,False,0,python
8,7,10,double,push,draw,False,False,0,python
9,3,12,hit,loss,stand,False,False,0,python
10,5,7,hit,push,draw,False,False,0,python
11,10,16,hit,loss,stand,False,False,0,python
12,9,"[6, 6]",hit,loss,stand,False,False,0,python
13,3,20,stand,win,bust,False,False,0,python
14,6,20,stand,push,draw,False,False,0,python
15,A,17,stand,loss,stand,True,False,0,python
16,5,12,stand,loss,draw,False,False,0,python
17,A,"[8, 18]",stand,loss,stand,True,False,0,python
18,10,16,hit,win,stand,False,False,0,python
19,7,9,hit,loss,draw,False,True,"[7, 7]",python
20,7,17,stand,loss,draw,False,True,"[7, 7]",python
21,10,13,hit,loss,stand,False,True,"[8, 8]",python
22,10,15,hit,win,stand,False,True,"[8, 8]",python
23,4,13,stand,win,bust,False,False,0,python
24,3,21,stand,win,stand,False,False,0,python
25,4,13,stand,loss,draw,False,False,0,python
26,10,"[10, 10]",stand,push,stand,False,False,0,python
27,9,12,hit,loss,stand,False,False,0,python
28,9,16,hit,loss,stand,False,False,0,python
29,9,5,hit,loss,stand,False,False,0,python
30,10,16,hit,win,draw,False,False,0,python
31,A,12,stand,loss,stand,True,False,0,python
32,2,15,stand,loss,draw,False,False,0,python
33,10,16,hit,loss,stand,False,False,0,python
34,10,"[6, 16]",hit,win,stand,False,False,0,python
35,10,15,hit,loss,stand,False,False,0,python
36,3,14,stand,loss,draw,False,False,0,python
37,8,12,hit,win,bust,False,False,0,python
38,5,18,stand,win,draw,False,False,0,python
39,10,19,stand,win,bust,False,False,0,python
40,4,9,double,loss,draw,False,False,0,python
41,3,16,stand,loss,draw,False,False,0,python
42,8,"[10, 10]",stand,win,stand,False,False,0,python
43,6,14,stand,loss,draw,False,False,0,python
44,10,7,hit,win,bust,False,False,0,python
45,A,9,hit,loss,stand,False,False,0,python
0,4,18,stand,win,bust,False,False,0,python
1,4,20,stand,win,bust,False,False,0,python
2,10,12,stand,loss,stand,True,False,0,python
3,2,13,stand,win,bust,False,False,0,python
4,3,18,stand,loss,draw,False,False,0,python
5,10,12,hit,win,bust,False,False,0,python
6,2,18,stand,loss,draw,False,False,0,python
7,10,14,hit,push,draw,False,False,0,python
8,6,20,stand,win,bust,False,False,0,python
9,10,14,hit,loss,stand,False,False,0,python
10,10,"[3, 13]",hit,win,stand,False,False,0,python
11,10,14,hit,loss,stand,False,False,0,python
12,10,12,hit,loss,stand,False,False,0,python
13,10,14,hit,win,bust,False,False,0,python
14,10,9,hit,push,stand,False,False,0,python
15,9,20,stand,win,bust,False,False,0,python
16,10,8,hit,win,bust,False,False,0,python
17,10,12,hit,win,stand,False,False,0,python
18,3,11,double,win,bust,False,False,0,python
19,3,19,stand,push,draw,False,False,0,python
20,4,10,double,win,bust,False,False,0,python
21,2,21,stand,win,stand,False,False,0,python
22,4,16,stand,loss,draw,False,False,0,python
23,10,"[3, 3]",hit,win,stand,False,False,0,python
24,10,16,hit,loss,stand,False,False,0,python
25,2,16,stand,loss,draw,False,False,0,python
26,10,10,stand,loss,stand,True,False,0,python
27,7,"[6, 6]",hit,win,stand,False,False,0,python
28,7,"[3, 13]",hit,win,bust,False,True,"[2, 2]",python
29,7,7,hit,win,bust,False,True,"[2, 2]",python
30,10,13,hit,loss,stand,False,False,0,python
31,10,"[4, 4]",hit,loss,stand,False,False,0,python
32,5,8,hit,win,bust,False,False,0,python
33,3,8,hit,loss,draw,False,False,0,python
34,A,19,stand,loss,stand,True,False,0,python
35,9,15,hit,loss,stand,False,False,0,python
36,10,17,stand,loss,stand,False,False,0,python
37,10,"[4, 14]",stand,loss,stand,True,False,0,python
38,10,17,stand,loss,draw,False,False,0,python
39,4,12,stand,loss,draw,False,False,0,python
40,10,13,hit,loss,stand,False,False,0,python
41,A,"[10, 10]",stand,push,draw,False,False,0,python
42,3,11,double,loss,draw,False,False,0,python
43,10,16,hit,loss,stand,False,False,0,python
0,9,8,hit,loss,stand,False,False,0,python
1,A,18,stand,loss,stand,False,False,0,python
2,9,9,hit,win,stand,False,False,0,python
3,10,14,hit,win,draw,False,False,0,python
4,10,"[4, 14]",hit,loss,stand,False,False,0,python
5,4,16,stand,win,bust,False,False,0,python
6,9,18,stand,push,draw,False,False,0,python
7,2,14,stand,loss,draw,False,False,0,python
8,10,13,hit,push,draw,False,False,0,python
9,5,10,double,win,bust,False,False,0,python
10,4,16,stand,loss,draw,False,False,0,python
11,10,17,stand,loss,stand,False,False,0,python
12,8,16,hit,push,stand,False,False,0,python
13,4,14,stand,win,bust,False,False,0,python
14,6,16,stand,loss,draw,False,False,0,python
15,7,9,hit,win,stand,False,False,0,python
16,3,9,double,loss,draw,False,False,0,python
17,2,12,hit,loss,draw,False,False,0,python
18,6,18,stand,loss,draw,False,False,0,python
19,10,8,hit,loss,stand,False,False,0,python
20,3,18,stand,loss,draw,False,False,0,python
21,7,"[5, 15]",hit,win,bust,False,False,0,python
22,5,16,stand,win,bust,False,False,0,python
23,10,14,hit,push,stand,False,False,0,python
24,10,13,hit,loss,stand,False,False,0,python
25,2,13,stand,loss,draw,False,False,0,python
26,10,12,hit,loss,draw,False,False,0,python
27,9,21,stand,win,stand,False,False,0,python
28,3,"[7, 17]",double,win,bust,False,False,0,python
29,10,8,hit,win,bust,False,False,0,python
30,4,"[4, 14]",hit,win,bust,False,False,0,python
31,10,17,stand,win,bust,False,False,0,python
32,A,13,stand,loss,stand,True,False,0,python
33,9,"[3, 3]",hit,loss,stand,False,False,0,python
34,3,20,stand,loss,draw,False,False,0,python
35,10,12,stand,loss,stand,True,False,0,python
36,10,16,hit,loss,stand,False,False,0,python
37,A,"[5, 15]",stand,loss,draw,False,True,"ace, ace",python
38,A,"[6, 16]",stand,loss,draw,False,True,"ace, ace",python
39,A,21,stand,push,draw,False,True,"ace, ace",python
40,A,21,stand,push,draw,False,True,"ace, ace",python
41,3,18,stand,loss,draw,False,False,0,python
42,10,16,hit,loss,stand,False,False,0,python
43,2,20,stand,win,bust,False,False,0,python
44,10,6,hit,push,stand,False,False,0,python
45,10,12,hit,push,stand,False,False,0,python
0,3,"[4, 4]",hit,loss,draw,False,False,0,python
1,10,"[2, 2]",hit,loss,stand,False,False,0,python
2,4,19,stand,push,draw,False,False,0,python
3,7,8,hit,loss,draw,False,False,0,python
4,10,15,hit,loss,stand,False,False,0,python
5,10,17,stand,loss,stand,False,False,0,python
6,3,14,stand,win,bust,False,False,0,python
7,9,14,hit,push,stand,False,False,0,python
8,10,20,stand,push,stand,False,False,0,python
9,8,9,hit,win,stand,False,False,0,python
10,2,16,stand,loss,draw,False,True,"[9, 9]",python
11,2,17,stand,loss,draw,False,True,"[9, 9]",python
12,3,12,hit,loss,stand,False,False,0,python
13,4,10,double,win,draw,False,False,0,python
14,10,15,hit,loss,stand,False,False,0,python
15,5,17,stand,win,bust,False,False,0,python
16,5,10,double,push,draw,False,False,0,python
17,3,18,stand,loss,draw,False,True,"[8, 8]",python
18,3,18,stand,loss,draw,False,True,"[8, 8]",python
19,9,12,hit,win,stand,False,False,0,python
20,4,21,stand,win,stand,False,False,0,python
21,10,20,stand,push,stand,False,False,0,python
22,6,10,double,loss,draw,False,False,0,python
23,6,"[3, 13]",double,win,bust,False,False,0,python
24,9,15,hit,win,stand,False,False,0,python
25,4,15,stand,win,bust,False,False,0,python
26,8,12,hit,loss,stand,False,False,0,python
27,2,16,stand,win,bust,False,False,0,python
28,10,15,hit,loss,stand,False,False,0,python
29,10,13,hit,win,stand,False,False,0,python
30,4,11,double,win,bust,False,False,0,python
31,3,16,stand,loss,draw,False,False,0,python
32,8,12,hit,loss,stand,False,False,0,python
33,10,11,double,push,stand,False,False,0,python
34,6,12,stand,win,bust,False,True,"[2, 2]",python
35,6,"[3, 13]",double,win,bust,False,True,"[2, 2]",python
36,2,11,double,loss,draw,False,False,0,python
37,7,10,double,win,bust,False,False,0,python
38,6,15,stand,loss,stand,False,False,0,python
39,7,12,hit,loss,stand,False,False,0,python
40,9,21,stand,win,stand,False,False,0,python
41,10,20,stand,push,stand,False,False,0,python
42,10,14,hit,loss,stand,False,False,0,python
43,9,14,hit,loss,stand,False,False,0,python
44,10,16,hit,loss,stand,False,False,0,python
45,2,"[5, 15]",hit,loss,draw,False,False,0,python
0,10,16,hit,win,stand,False,False,0,python
1,8,21,stand,win,stand,False,False,0,python
2,8,9,hit,loss,draw,False,False,0,python
3,3,19,stand,win,bust,False,False,0,python
4,10,12,hit,win,bust,False,False,0,python
5,10,20,stand,win,bust,False,False,0,python
6,9,9,hit,loss,draw,False,False,0,python
7,5,18,stand,loss,draw,False,False,0,python
8,10,14,hit,loss,stand,False,False,0,python
9,8,19,stand,push,draw,False,False,0,python
10,2,21,stand,win,stand,False,False,0,python
11,3,7,hit,loss,draw,False,False,0,python
12,4,20,stand,win,bust,False,False,0,python
13,8,"[5, 5]",double,win,bust,False,False,0,python
14,9,12,hit,loss,draw,False,False,0,python
15,A,13,hit,loss,stand,False,False,0,python
16,10,10,hit,loss,stand,False,False,0,python
17,6,16,stand,win,bust,False,True,"[9, 9]",python
18,6,16,stand,win,bust,False,True,"[9, 9]",python
19,10,12,hit,win,stand,False,False,0,python
20,10,18,stand,loss,stand,True,False,0,python
21,6,13,stand,win,bust,False,True,"[3, 3]",python
22,6,13,stand,win,bust,False,True,"[3, 3]",python
23,10,15,hit,loss,stand,False,False,0,python
24,10,19,stand,win,bust,False,False,0,python
25,10,11,double,loss,stand,False,False,0,python
26,10,8,hit,win,bust,False,False,0,python
27,10,16,hit,push,draw,False,False,0,python
28,10,11,double,push,stand,False,False,0,python
29,3,5,hit,win,bust,False,False,0,python
30,8,12,hit,win,bust,False,False,0,python
31,6,16,stand,win,bust,False,False,0,python
32,10,9,hit,loss,stand,False,False,0,python
33,9,15,hit,loss,stand,False,False,0,python
34,6,20,stand,win,bust,False,False,0,python
35,5,9,double,loss,draw,False,True,"[3, 3]",python
36,5,10,double,loss,draw,False,True,"[3, 3]",python
37,10,"[6, 16]",hit,win,bust,False,False,0,python
38,9,"[7, 17]",hit,push,stand,False,False,0,python
39,6,"[5, 15]",double,win,bust,False,False,0,python
40,6,8,hit,win,bust,False,False,0,python
41,9,18,stand,win,bust,False,False,0,python
42,7,21,stand,win,stand,False,False,0,python
43,7,20,stand,win,stand,False,False,0,python
44,2,19,stand,win,draw,False,False,0,python
45,A,20,stand,win,stand,False,False,0,python
46,2,"[7, 17]",hit,loss,draw,False,False,0,python
0,10,19,stand,win,stand,False,False,0,python
1,8,"[3, 3]",hit,win,draw,False,False,0,python
2,3,"[7, 17]",double,win,draw,False,False,0,python
3,10,14,hit,win,draw,False,False,0,python
4,7,15,hit,loss,stand,False,False,0,python
5,8,20,stand,loss,draw,False,False,0,python
6,3,19,stand,loss,draw,False,False,0,python
7,10,14,hit,push,stand,False,False,0,python
8,8,19,stand,win,stand,False,False,0,python
9,5,"[4, 14]",double,win,bust,False,False,0,python
10,10,14,hit,loss,stand,False,False,0,python
11,4,19,stand,win,bust,False,False,0,python
12,9,14,hit,loss,stand,False,False,0,python
13,10,12,hit,win,bust,False,False,0,python
14,10,13,stand,loss,stand,True,False,0,python
15,7,11,double,win,draw,False,False,0,python
16,5,18,stand,push,draw,False,False,0,python
17,A,15,stand,loss,stand,True,False,0,python
18,10,16,hit,loss,stand,False,False,0,python
19,9,"[7, 17]",stand,loss,stand,False,True,"ace, ace",python
20,9,20,stand,win,stand,False,True,"ace, ace",python
21,9,21,stand,win,stand,False,True,"ace, ace",python
22,4,20,stand,win,bust,False,False,0,python
23,8,20,stand,win,stand,False,False,0,python
24,10,10,hit,win,stand,False,False,0,python
25,10,15,hit,loss,draw,False,False,0,python
26,10,13,hit,loss,stand,False,False,0,python
27,3,11,double,win,bust,False,False,0,python
28,4,17,stand,win,bust,False,False,0,python
29,6,7,hit,win,bust,False,False,0,python
30,3,9,double,loss,draw,False,False,0,python
31,3,"[6, 16]",hit,loss,draw,False,False,0,python
32,9,17,stand,loss,draw,False,True,"[8, 8]",python
33,9,18,stand,loss,draw,False,True,"[8, 8]",python
34,9,14,hit,loss,stand,False,False,0,python
35,8,19,stand,push,stand,False,False,0,python
36,3,"[8, 18]",double,loss,draw,False,False,0,python
37,9,11,double,win,stand,False,False,0,python
38,6,"[10, 10]",stand,push,draw,False,False,0,python
39,10,"[10, 10]",stand,win,stand,False,False,0,python
40,2,"[10, 10]",stand,win,bust,False,False,0,python
41,10,15,hit,loss,stand,False,False,0,python
42,5,12,stand,loss,draw,False,False,0,python
43,2,20,stand,win,draw,False,False,0,python
44,10,13,hit,push,stand,False,False,0,python
45,10,11,double,win,stand,False,False,0,python
46,10,"[7, 17]",hit,win,draw,False,False,0,python
0,6,14,stand,loss,draw,False,False,0,python
1,10,14,hit,win,draw,False,False,0,python
2,4,19,stand,win,bust,False,False,0,python
3,8,18,stand,push,stand,False,False,0,python
4,10,"[6, 16]",hit,win,bust,False,False,0,python
5,7,12,hit,win,bust,False,False,0,python
6,10,19,stand,loss,draw,False,False,0,python
7,7,14,hit,loss,stand,False,False,0,python
8,8,8,hit,win,bust,False,False,0,python
9,2,14,stand,loss,draw,False,False,0,python
10,10,14,hit,loss,stand,False,False,0,python
11,7,15,hit,win,bust,False,False,0,python
12,A,13,hit,loss,stand,False,False,0,python
13,10,13,hit,win,bust,False,False,0,python
14,10,18,stand,loss,stand,False,False,0,python
15,A,6,hit,loss,stand,False,False,0,python
16,8,16,hit,push,stand,False,False,0,python
17,2,16,stand,win,bust,False,False,0,python
18,A,15,hit,loss,stand,False,False,0,python
19,5,"[10, 10]",stand,win,draw,False,False,0,python
20,10,5,hit,win,draw,False,False,0,python
21,9,19,stand,loss,stand,False,False,0,python
22,3,14,stand,loss,draw,False,False,0,python
23,6,20,stand,win,stand,False,False,0,python
24,A,16,stand,loss,stand,True,False,0,python
25,A,21,stand,win,stand,False,False,0,python
26,3,12,hit,loss,draw,False,False,0,python
27,7,15,hit,loss,stand,False,False,0,python
28,2,18,stand,win,bust,False,False,0,python
29,10,17,stand,loss,stand,False,False,0,python
30,5,13,stand,loss,draw,False,False,0,python
31,7,10,double,win,stand,False,False,0,python
32,9,11,double,loss,draw,False,False,0,python
33,10,"[4, 14]",hit,win,bust,False,False,0,python
34,4,17,stand,win,bust,False,False,0,python
35,6,20,stand,win,bust,False,False,0,python
36,10,19,stand,win,bust,False,False,0,python
37,10,16,stand,loss,stand,True,False,0,python
38,A,13,stand,loss,stand,True,False,0,python
39,8,14,hit,loss,stand,False,False,0,python
40,4,20,stand,win,draw,False,False,0,python
41,10,17,stand,win,bust,False,False,0,python
42,10,"[8, 18]",hit,win,bust,False,False,0,python
43,4,16,stand,loss,draw,False,False,0,python
44,2,11,double,push,draw,False,False,0,python
0,8,7,hit,win,stand,False,False,0,python
1,10,12,hit,loss,stand,False,False,0,python
2,4,15,stand,loss,draw,False,False,0,python
3,7,20,stand,win,bust,False,False,0,python
4,8,14,hit,loss,stand,False,False,0,python
5,10,"[3, 13]",hit,win,bust,False,False,0,python
6,4,20,stand,win,draw,False,False,0,python
7,2,21,stand,win,stand,False,False,0,python
8,10,16,hit,loss,stand,False,False,0,python
9,10,11,double,win,bust,False,False,0,python
10,7,12,hit,loss,stand,False,False,0,python
11,10,5,hit,loss,stand,False,False,0,python
12,9,15,hit,loss,stand,False,False,0,python
13,10,13,hit,loss,stand,False,False,0,python
14,6,14,stand,loss,draw,False,False,0,python
15,10,11,double,win,bust,False,False,0,python
16,10,11,double,push,stand,False,False,0,python
17,7,5,hit,push,stand,False,False,0,python
18,10,"[4, 14]",hit,win,stand,False,False,0,python
19,9,20,stand,win,draw,False,False,0,python
20,10,13,hit,win,bust,False,False,0,python
21,5,17,stand,loss,draw,False,False,0,python
22,10,"[6, 16]",hit,loss,stand,False,False,0,python
23,5,"[3, 13]",double,loss,draw,False,True,"[2, 2]",python
24,5,"[3, 13]",double,loss,draw,False,True,"[2, 2]",python
25,2,21,stand,win,stand,False,False,0,python
26,2,15,stand,win,bust,False,False,0,python
27,2,18,stand,win,draw,False,False,0,python
28,7,20,stand,win,stand,False,False,0,python
29,10,10,hit,loss,stand,False,False,0,python
30,7,7,hit,push,stand,False,False,0,python
31,2,9,hit,loss,draw,False,False,0,python
32,2,11,double,push,draw,False,False,0,python
33,4,13,stand,loss,draw,False,False,0,python
34,10,15,hit,win,stand,False,False,0,python
35,10,20,stand,loss,stand,True,False,0,python
36,4,11,double,win,draw,False,False,0,python
37,7,12,hit,win,stand,False,False,0,python
38,7,20,stand,win,stand,False,False,0,python
39,4,12,stand,loss,draw,False,False,0,python
40,6,21,stand,win,stand,False,False,0,python
41,10,10,hit,loss,stand,False,False,0,python
42,9,14,hit,loss,draw,False,False,0,python
43,5,"[10, 10]",stand,win,bust,False,False,0,python
44,5,19,stand,push,draw,False,False,0,python
45,7,17,stand,push,stand,False,False,0,python
0,8,"[5, 15]",hit,win,bust,False,False,0,python
1,7,12,hit,win,stand,False,False,0,python
2,10,13,hit,loss,stand,False,False,0,python
3,10,15,hit,loss,stand,False,False,0,python
4,5,16,stand,loss,draw,False,False,0,python
5,2,12,hit,push,draw,False,False,0,python
6,9,18,stand,win,bust,False,False,0,python
7,10,"[5, 15]",hit,win,bust,False,False,0,python
8,10,19,stand,loss,stand,False,False,0,python
9,3,21,stand,win,stand,False,False,0,python
10,10,8,hit,loss,draw,False,False,0,python
11,5,10,double,win,bust,False,False,0,python
12,3,11,double,win,bust,False,False,0,python
13,8,20,stand,win,bust,False,False,0,python
14,4,18,stand,push,draw,False,False,0,python
15,8,13,hit,push,stand,False,False,0,python
16,3,19,stand,win,bust,False,False,0,python
17,10,18,stand,push,stand,False,False,0,python
18,10,"[2, 2]",hit,win,bust,False,False,0,python
19,7,7,hit,push,stand,False,False,0,python
20,2,17,stand,loss,draw,False,False,0,python
21,10,17,stand,push,stand,False,False,0,python
22,10,10,hit,loss,draw,False,False,0,python
23,7,8,hit,win,bust,False,False,0,python
24,5,21,stand,win,bust,False,True,"ace, ace",python
25,5,"[4, 14]",stand,win,bust,False,True,"ace, ace",python
26,5,21,stand,win,bust,False,True,"ace, ace",python
27,9,10,double,win,stand,False,False,0,python
28,7,14,hit,win,stand,False,False,0,python
29,2,14,stand,loss,draw,False,False,0,python
30,6,13,stand,win,bust,False,False,0,python
31,8,9,hit,push,stand,False,False,0,python
32,10,14,hit,win,draw,False,False,0,python
